地点,取得時間,AQI値,大気質ステータス,主要汚染物質,PM2.5,PM10,O3,NO2,温度,湿度,気圧,風速,降水量
神戸市 須磨区,2025-04-19 21:00:00+00:00,62.0,良い大気質,o3,,20.78,48.02,4.45,,,,,
神戸市 須磨区,2025-04-19 22:00:00+00:00,63.0,良い大気質,o3,,20.55,47.19,5.25,,,,,
神戸市 須磨区,2025-04-19 23:00:00+00:00,63.0,良い大気質,o3,,21.44,46.1,6.94,,,,,
神戸市 須磨区,2025-04-20 00:00:00+00:00,68.0,良い大気質,o3,,18.72,40.32,8.32,,,,,
神戸市 須磨区,2025-04-20 01:00:00+00:00,66.0,良い大気質,o3,,19.63,43.07,10.28,,,,,
神戸市 須磨区,2025-04-20 02:00:00+00:00,70.0,良い大気質,o3,,20.57,38.27,11.96,,,,,
神戸市 須磨区,2025-04-20 03:00:00+00:00,67.0,良い大気質,o3,,17.75,41.21,9.18,,,,,
神戸市 須磨区,2025-04-20 04:00:00+00:00,68.0,良い大気質,o3,,19.72,40.09,10.03,,,,,
神戸市 須磨区,2025-04-20 05:00:00+00:00,71.0,良い大気質,o3,,23.64,37.15,13.07,,,,,
神戸市 須磨区,2025-04-20 06:00:00+00:00,74.0,良い大気質,o3,,20.04,33.45,16.25,,,,,
神戸市 須磨区,2025-04-20 07:00:00+00:00,71.0,良い大気質,o3,,25.82,36.56,12.19,,,,,
神戸市 須磨区,2025-04-20 08:00:00+00:00,70.0,良い大気質,pm25,,21.12,37.77,16.43,,,,,
神戸市 須磨区,2025-04-20 09:00:00+00:00,66.0,良い大気質,o3,,19.69,43.36,11.68,,,,,
神戸市 須磨区,2025-04-20 10:00:00+00:00,66.0,良い大気質,o3,,17.57,42.38,15.39,,,,,
神戸市 須磨区,2025-04-20 11:00:00+00:00,64.0,良い大気質,o3,,16.78,45.24,14.77,,,,,
神戸市 須磨区,2025-04-20 12:00:00+00:00,63.0,良い大気質,o3,,17.65,46.22,12.34,,,,,
神戸市 須磨区,2025-04-20 13:00:00+00:00,67.0,良い大気質,o3,,24.55,42.0,19.98,,,,,
神戸市 須磨区,2025-04-20 14:00:00+00:00,69.0,良い大気質,pm25,,24.33,34.27,22.63,,,,,
神戸市 須磨区,2025-04-20 15:00:00+00:00,72.0,良い大気質,o3,,23.91,36.06,16.29,,,,,
神戸市 須磨区,2025-04-20 16:00:00+00:00,70.0,良い大気質,o3,,19.0,38.04,11.24,,,,,
神戸市 須磨区,2025-04-20 17:00:00+00:00,68.0,良い大気質,o3,,16.63,40.09,9.34,,,,,
神戸市 須磨区,2025-04-20 18:00:00+00:00,70.0,良い大気質,o3,,16.55,38.3,10.83,,,,,
神戸市 須磨区,2025-04-20 19:00:00+00:00,66.0,良い大気質,o3,,9.82,42.95,7.51,,,,,
神戸市 須磨区,2025-04-20 20:00:00+00:00,64.0,良い大気質,o3,,7.69,45.05,5.29,,,,,
神戸市 須磨区,2025-04-20 21:00:00+00:00,63.0,良い大気質,o3,,5.93,46.97,5.04,,,,,
神戸市 須磨区,2025-04-20 22:00:00+00:00,60.0,良い大気質,o3,,8.97,50.94,7.98,,,,,
神戸市 須磨区,2025-04-20 23:00:00+00:00,61.0,良い大気質,o3,,9.1,49.01,10.69,,,,,
神戸市 須磨区,2025-04-21 00:00:00+00:00,66.0,良い大気質,o3,,14.02,42.45,18.59,,,,,
神戸市 須磨区,2025-04-21 01:00:00+00:00,68.0,良い大気質,o3,,12.43,40.51,21.99,,,,,
神戸市 須磨区,2025-04-21 02:00:00+00:00,64.0,良い大気質,o3,,14.76,45.32,15.93,,,,,
神戸市 須磨区,2025-04-21 03:00:00+00:00,63.0,良い大気質,o3,,20.11,46.22,15.61,,,,,
神戸市 須磨区,2025-04-21 04:00:00+00:00,63.0,良い大気質,o3,,20.4,46.91,15.43,,,,,
神戸市 須磨区,2025-04-21 05:00:00+00:00,61.0,良い大気質,o3,,18.84,48.78,16.05,,,,,
神戸市 須磨区,2025-04-21 06:00:00+00:00,56.0,中レベルの大気質,o3,,20.62,55.1,13.32,,,,,
神戸市 須磨区,2025-04-21 07:00:00+00:00,61.0,良い大気質,o3,,17.51,49.74,19.38,,,,,
神戸市 須磨区,2025-04-21 08:00:00+00:00,53.0,中レベルの大気質,o3,,20.28,59.02,13.0,,,,,
神戸市 須磨区,2025-04-21 09:00:00+00:00,54.0,中レベルの大気質,o3,,19.46,58.17,18.41,,,,,
神戸市 須磨区,2025-04-21 10:00:00+00:00,50.0,中レベルの大気質,o3,,18.99,63.09,17.3,,,,,
神戸市 須磨区,2025-04-21 11:00:00+00:00,49.0,中レベルの大気質,o3,,20.05,63.97,17.49,,,,,
神戸市 須磨区,2025-04-21 12:00:00+00:00,54.0,中レベルの大気質,o3,,19.98,58.22,22.93,,,,,
神戸市 須磨区,2025-04-21 13:00:00+00:00,64.0,良い大気質,o3,,20.07,45.66,34.54,,,,,
神戸市 須磨区,2025-04-21 14:00:00+00:00,74.0,良い大気質,o3,,17.2,32.65,33.4,,,,,
神戸市 須磨区,2025-04-21 15:00:00+00:00,70.0,良い大気質,no2,,19.27,23.91,39.41,,,,,
神戸市 須磨区,2025-04-21 16:00:00+00:00,60.0,良い大気質,no2,,23.07,9.88,51.82,,,,,
神戸市 須磨区,2025-04-21 17:00:00+00:00,77.0,良い大気質,pm25,,17.9,11.65,7.3,,,,,
神戸市 須磨区,2025-04-21 18:00:00+00:00,73.0,良い大気質,pm25,,20.62,20.12,28.55,,,,,
神戸市 須磨区,2025-04-21 19:00:00+00:00,75.0,良い大気質,pm25,,18.51,21.05,30.26,,,,,
神戸市 須磨区,2025-04-21 20:00:00+00:00,74.0,良い大気質,o3,,16.61,32.65,20.9,,,,,
神戸市 須磨区,2025-04-21 21:00:00+00:00,75.0,良い大気質,o3,,18.36,31.55,19.67,,,,,
神戸市 須磨区,2025-04-21 22:00:00+00:00,74.0,良い大気質,o3,,19.49,33.04,21.72,,,,,
神戸市 須磨区,2025-04-21 23:00:00+00:00,74.0,良い大気質,o3,,21.64,33.13,24.26,,,,,
神戸市 須磨区,2025-04-22 00:00:00+00:00,71.0,良い大気質,pm25,,23.78,30.16,27.07,,,,,
神戸市 須磨区,2025-04-22 01:00:00+00:00,72.0,良い大気質,o3,,24.53,36.01,26.68,,,,,
神戸市 須磨区,2025-04-22 02:00:00+00:00,72.0,良い大気質,o3,,23.63,35.26,25.38,,,,,
神戸市 須磨区,2025-04-22 03:00:00+00:00,70.0,良い大気質,o3,,26.15,38.3,22.25,,,,,
神戸市 須磨区,2025-04-22 04:00:00+00:00,63.0,良い大気質,o3,,24.59,47.22,21.36,,,,,
神戸市 須磨区,2025-04-22 05:00:00+00:00,58.0,中レベルの大気質,o3,,25.7,52.78,13.79,,,,,
神戸市 須磨区,2025-04-22 06:00:00+00:00,61.0,良い大気質,o3,,21.96,48.54,19.58,,,,,
神戸市 須磨区,2025-04-22 07:00:00+00:00,51.0,中レベルの大気質,o3,,23.95,62.01,9.6,,,,,
神戸市 須磨区,2025-04-22 08:00:00+00:00,57.0,中レベルの大気質,o3,,22.09,54.01,11.39,,,,,
神戸市 須磨区,2025-04-22 09:00:00+00:00,61.0,良い大気質,o3,,26.61,49.34,13.96,,,,,
神戸市 須磨区,2025-04-22 10:00:00+00:00,57.0,中レベルの大気質,o3,,21.26,54.12,9.56,,,,,
神戸市 須磨区,2025-04-22 11:00:00+00:00,61.0,良い大気質,o3,,18.64,49.21,11.5,,,,,
神戸市 須磨区,2025-04-22 12:00:00+00:00,66.0,良い大気質,o3,,18.55,43.18,14.04,,,,,
神戸市 須磨区,2025-04-22 13:00:00+00:00,70.0,良い大気質,o3,,16.66,38.15,12.15,,,,,
神戸市 須磨区,2025-04-22 14:00:00+00:00,72.0,良い大気質,o3,,17.69,36.02,12.42,,,,,
神戸市 須磨区,2025-04-22 15:00:00+00:00,72.0,良い大気質,pm10,,31.05,32.18,12.85,,,,,
神戸市 須磨区,2025-04-22 16:00:00+00:00,79.0,良い大気質,pm10,,24.09,27.19,16.34,,,,,
神戸市 須磨区,2025-04-22 17:00:00+00:00,74.0,良い大気質,o3,,18.01,33.26,12.7,,,,,
神戸市 須磨区,2025-04-22 18:00:00+00:00,81.0,最高に良い大気質,pm25,,14.92,23.8,24.27,,,,,
神戸市 須磨区,2025-04-22 19:00:00+00:00,79.0,良い大気質,o3,,14.89,26.53,21.12,,,,,
神戸市 須磨区,2025-04-22 20:00:00+00:00,78.0,良い大気質,o3,,13.86,28.36,16.26,,,,,
神戸市 須磨区,2025-04-22 21:00:00+00:00,71.0,良い大気質,o3,,13.4,36.95,8.06,,,,,
神戸市 須磨区,2025-04-22 22:00:00+00:00,75.0,良い大気質,o3,,11.33,31.23,10.39,,,,,
神戸市 須磨区,2025-04-22 23:00:00+00:00,81.0,最高に良い大気質,o3,,12.85,24.51,17.83,,,,,
神戸市 須磨区,2025-04-23 00:00:00+00:00,,,,,,,,,,,,
神戸市 須磨区,2025-04-23 01:00:00+00:00,73.0,良い大気質,no2,,12.11,9.96,36.16,,,,,
神戸市 須磨区,2025-04-23 02:00:00+00:00,78.0,良い大気質,no2,,12.94,12.63,29.73,,,,,
神戸市 須磨区,2025-04-23 03:00:00+00:00,76.0,良い大気質,no2,,16.17,9.58,31.56,,,,,
神戸市 須磨区,2025-04-23 04:00:00+00:00,73.0,良い大気質,no2,,16.35,9.36,35.02,,,,,
神戸市 須磨区,2025-04-23 05:00:00+00:00,79.0,良い大気質,no2,,15.22,14.28,27.32,,,,,
神戸市 須磨区,2025-04-23 06:00:00+00:00,83.0,最高に良い大気質,pm25,,14.35,21.06,18.33,,,,,
神戸市 須磨区,2025-04-23 07:00:00+00:00,75.0,良い大気質,pm25,,18.75,19.16,19.3,,,,,
神戸市 須磨区,2025-04-23 08:00:00+00:00,72.0,良い大気質,pm25,,21.61,22.19,21.55,,,,,
神戸市 須磨区,2025-04-23 09:00:00+00:00,75.0,良い大気質,pm25,,19.88,21.99,21.17,,,,,
神戸市 須磨区,2025-04-23 10:00:00+00:00,80.0,最高に良い大気質,pm25,,17.85,19.51,21.35,,,,,
神戸市 須磨区,2025-04-23 11:00:00+00:00,78.0,良い大気質,o3,,8.28,28.15,8.03,,,,,
神戸市 須磨区,2025-04-23 12:00:00+00:00,77.0,良い大気質,o3,,8.14,29.84,7.82,,,,,
神戸市 須磨区,2025-04-23 13:00:00+00:00,74.0,良い大気質,o3,,6.92,33.08,7.41,,,,,
神戸市 須磨区,2025-04-23 14:00:00+00:00,,,,,,,,,,,,
神戸市 須磨区,2025-04-23 15:00:00+00:00,71.0,良い大気質,o3,,7.1,36.08,7.59,,,,,
神戸市 須磨区,2025-04-23 16:00:00+00:00,74.0,良い大気質,o3,,9.99,33.23,10.48,,,,,
神戸市 須磨区,2025-04-23 17:00:00+00:00,80.0,最高に良い大気質,o3,,11.58,25.66,18.74,,,,,
神戸市 須磨区,2025-04-23 18:00:00+00:00,73.0,良い大気質,o3,,9.7,34.23,10.25,,,,,
神戸市 須磨区,2025-04-23 19:00:00+00:00,73.0,良い大気質,o3,,12.58,34.22,12.36,,,,,
神戸市 須磨区,2025-04-23 20:00:00+00:00,77.0,良い大気質,o3,,7.87,29.38,11.79,,,,,
神戸市 須磨区,2025-04-23 21:00:00+00:00,70.0,良い大気質,o3,,7.94,37.99,7.48,,,,,
神戸市 須磨区,2025-04-23 22:00:00+00:00,75.0,良い大気質,o3,,7.53,31.38,11.1,,,,,
神戸市 須磨区,2025-04-23 23:00:00+00:00,78.0,良い大気質,o3,,8.76,28.46,15.73,,,,,
神戸市 須磨区,2025-04-24 00:00:00+00:00,75.0,良い大気質,o3,,9.98,32.18,14.5,,,,,
神戸市 須磨区,2025-04-24 01:00:00+00:00,72.0,良い大気質,o3,,8.73,35.12,13.6,,,,,
神戸市 須磨区,2025-04-24 02:00:00+00:00,71.0,良い大気質,o3,,12.58,36.14,12.79,,,,,
神戸市 須磨区,2025-04-24 03:00:00+00:00,71.0,良い大気質,o3,,9.35,36.19,10.65,,,,,
神戸市 須磨区,2025-04-24 04:00:00+00:00,71.0,良い大気質,o3,,11.28,36.3,10.66,,,,,
神戸市 須磨区,2025-04-24 05:00:00+00:00,69.0,良い大気質,o3,,10.05,39.28,11.12,,,,,
神戸市 須磨区,2025-04-24 06:00:00+00:00,66.0,良い大気質,o3,,10.91,43.13,12.39,,,,,
神戸市 須磨区,2025-04-24 07:00:00+00:00,64.0,良い大気質,o3,,11.95,45.28,12.45,,,,,
神戸市 須磨区,2025-04-24 08:00:00+00:00,60.0,良い大気質,o3,,10.92,50.91,11.66,,,,,
神戸市 須磨区,2025-04-24 09:00:00+00:00,59.0,中レベルの大気質,o3,,10.69,51.93,15.49,,,,,
神戸市 須磨区,2025-04-24 10:00:00+00:00,54.0,中レベルの大気質,o3,,12.88,57.88,14.01,,,,,
神戸市 須磨区,2025-04-24 11:00:00+00:00,56.0,中レベルの大気質,o3,,13.85,55.12,15.59,,,,,
神戸市 須磨区,2025-04-24 12:00:00+00:00,56.0,中レベルの大気質,o3,,13.88,55.22,13.57,,,,,
神戸市 須磨区,2025-04-24 13:00:00+00:00,57.0,中レベルの大気質,o3,,14.11,54.1,15.35,,,,,
神戸市 須磨区,2025-04-24 14:00:00+00:00,60.0,良い大気質,o3,,14.56,50.93,17.37,,,,,
神戸市 須磨区,2025-04-24 15:00:00+00:00,66.0,良い大気質,o3,,16.06,43.0,16.4,,,,,
神戸市 須磨区,2025-04-24 16:00:00+00:00,75.0,良い大気質,no2,,16.06,15.96,33.17,,,,,
神戸市 須磨区,2025-04-24 17:00:00+00:00,79.0,良い大気質,no2,,14.02,17.33,27.61,,,,,
神戸市 須磨区,2025-04-24 18:00:00+00:00,80.0,最高に良い大気質,o3,,13.05,25.09,17.98,,,,,
神戸市 須磨区,2025-04-24 19:00:00+00:00,83.0,最高に良い大気質,pm25,,14.82,18.4,20.88,,,,,
神戸市 須磨区,2025-04-24 20:00:00+00:00,81.0,最高に良い大気質,pm25,,13.83,13.25,24.36,,,,,
神戸市 須磨区,2025-04-24 21:00:00+00:00,81.0,最高に良い大気質,no2,,14.43,14.92,25.07,,,,,
神戸市 須磨区,2025-04-24 22:00:00+00:00,76.0,良い大気質,no2,,14.43,7.17,31.52,,,,,
神戸市 須磨区,2025-04-24 23:00:00+00:00,70.0,良い大気質,no2,,16.93,5.18,38.86,,,,,
神戸市 須磨区,2025-04-25 00:00:00+00:00,72.0,良い大気質,no2,,15.52,2.22,36.76,,,,,
神戸市 須磨区,2025-04-25 01:00:00+00:00,72.0,良い大気質,no2,,17.3,6.24,36.85,,,,,
神戸市 須磨区,2025-04-25 02:00:00+00:00,74.0,良い大気質,no2,,16.02,8.38,34.77,,,,,
神戸市 須磨区,2025-04-25 03:00:00+00:00,77.0,良い大気質,no2,,17.07,13.39,30.22,,,,,
神戸市 須磨区,2025-04-25 04:00:00+00:00,75.0,良い大気質,no2,,18.2,12.47,32.99,,,,,
神戸市 須磨区,2025-04-25 05:00:00+00:00,63.0,良い大気質,pm25,,29.93,44.49,13.26,,,,,
神戸市 須磨区,2025-04-25 06:00:00+00:00,56.0,中レベルの大気質,pm25,,34.04,45.4,14.61,,,,,
神戸市 須磨区,2025-04-25 07:00:00+00:00,63.0,良い大気質,pm25,,26.06,34.95,25.22,,,,,
神戸市 須磨区,2025-04-25 08:00:00+00:00,58.0,中レベルの大気質,o3,,30.92,52.36,16.63,,,,,
神戸市 須磨区,2025-04-25 09:00:00+00:00,54.0,中レベルの大気質,o3,,31.89,58.04,16.84,,,,,
神戸市 須磨区,2025-04-25 10:00:00+00:00,54.0,中レベルの大気質,o3,,37.95,58.16,15.76,,,,,
神戸市 須磨区,2025-04-25 11:00:00+00:00,46.0,中レベルの大気質,pm25,,48.96,56.97,16.27,,,,,
神戸市 須磨区,2025-04-25 12:00:00+00:00,41.0,中レベルの大気質,pm25,,46.8,53.02,11.88,,,,,
神戸市 須磨区,2025-04-25 13:00:00+00:00,46.0,中レベルの大気質,pm25,,46.55,51.13,7.62,,,,,
神戸市 須磨区,2025-04-25 14:00:00+00:00,51.0,中レベルの大気質,pm25,,41.73,52.08,8.79,,,,,
神戸市 須磨区,2025-04-25 15:00:00+00:00,52.0,中レベルの大気質,pm25,,38.76,52.1,8.17,,,,,
神戸市 須磨区,2025-04-25 16:00:00+00:00,49.0,中レベルの大気質,pm25,,38.72,54.05,7.11,,,,,
神戸市 須磨区,2025-04-25 17:00:00+00:00,48.0,中レベルの大気質,pm25,,43.86,54.1,7.79,,,,,
神戸市 須磨区,2025-04-25 18:00:00+00:00,47.0,中レベルの大気質,pm25,,41.09,52.13,8.02,,,,,
神戸市 須磨区,2025-04-25 19:00:00+00:00,52.0,中レベルの大気質,pm25,,38.18,50.16,8.73,,,,,
神戸市 須磨区,2025-04-25 20:00:00+00:00,52.0,中レベルの大気質,pm25,,36.26,44.94,10.72,,,,,
神戸市 須磨区,2025-04-25 21:00:00+00:00,55.0,中レベルの大気質,pm25,,34.02,37.16,13.82,,,,,
神戸市 須磨区,2025-04-25 22:00:00+00:00,53.0,中レベルの大気質,pm25,,37.95,34.12,14.09,,,,,
神戸市 須磨区,2025-04-25 23:00:00+00:00,53.0,中レベルの大気質,pm25,,35.45,32.94,16.39,,,,,
神戸市 須磨区,2025-04-26 00:00:00+00:00,57.0,中レベルの大気質,pm25,,35.97,29.05,21.22,,,,,
神戸市 須磨区,2025-04-26 01:00:00+00:00,56.0,中レベルの大気質,pm25,,34.03,28.26,24.41,,,,,
神戸市 須磨区,2025-04-26 02:00:00+00:00,59.0,中レベルの大気質,pm25,,34.13,46.95,9.14,,,,,
神戸市 須磨区,2025-04-26 03:00:00+00:00,59.0,中レベルの大気質,pm25,,32.05,47.9,7.33,,,,,
神戸市 須磨区,2025-04-26 04:00:00+00:00,53.0,中レベルの大気質,pm25,,38.33,46.11,10.92,,,,,
神戸市 須磨区,2025-04-26 05:00:00+00:00,55.0,中レベルの大気質,pm25,,38.18,48.07,10.03,,,,,
神戸市 須磨区,2025-04-26 06:00:00+00:00,56.0,中レベルの大気質,o3,,31.15,55.12,6.52,,,,,
神戸市 須磨区,2025-04-26 07:00:00+00:00,55.0,中レベルの大気質,o3,,26.35,56.24,7.39,,,,,
神戸市 須磨区,2025-04-26 08:00:00+00:00,55.0,中レベルの大気質,o3,,27.05,56.35,10.02,,,,,
神戸市 須磨区,2025-04-26 09:00:00+00:00,56.0,中レベルの大気質,o3,,26.85,55.49,18.5,,,,,
神戸市 須磨区,2025-04-26 10:00:00+00:00,56.0,中レベルの大気質,o3,,25.18,54.82,24.36,,,,,
神戸市 須磨区,2025-04-26 11:00:00+00:00,53.0,中レベルの大気質,o3,,26.33,58.78,22.41,,,,,
神戸市 須磨区,2025-04-26 12:00:00+00:00,62.0,良い大気質,pm25,,27.67,40.28,44.08,,,,,
神戸市 須磨区,2025-04-26 13:00:00+00:00,61.0,良い大気質,pm25,,29.61,42.96,43.4,,,,,
神戸市 須磨区,2025-04-26 14:00:00+00:00,55.0,中レベルの大気質,pm25,,32.55,32.48,52.38,,,,,
神戸市 須磨区,2025-04-26 15:00:00+00:00,61.0,良い大気質,pm25,,27.81,28.67,36.01,,,,,
神戸市 須磨区,2025-04-26 16:00:00+00:00,55.0,中レベルの大気質,pm25,,37.08,29.4,38.66,,,,,
神戸市 須磨区,2025-04-26 17:00:00+00:00,58.0,中レベルの大気質,pm25,,31.36,37.02,29.74,,,,,
神戸市 須磨区,2025-04-26 18:00:00+00:00,57.0,中レベルの大気質,pm25,,32.28,36.2,24.14,,,,,
神戸市 須磨区,2025-04-26 19:00:00+00:00,58.0,中レベルの大気質,pm25,,33.34,35.47,20.91,,,,,
神戸市 須磨区,2025-04-26 20:00:00+00:00,57.0,中レベルの大気質,pm25,,32.39,30.48,22.89,,,,,
神戸市 須磨区,2025-04-26 21:00:00+00:00,58.0,中レベルの大気質,pm25,,29.24,29.28,22.74,,,,,
神戸市 須磨区,2025-04-26 22:00:00+00:00,62.0,良い大気質,pm25,,29.94,30.2,20.06,,,,,
神戸市 須磨区,2025-04-26 23:00:00+00:00,58.0,中レベルの大気質,pm25,,30.86,33.92,16.25,,,,,
神戸市 須磨区,2025-04-27 00:00:00+00:00,57.0,中レベルの大気質,pm25,,31.19,30.04,18.87,,,,,
神戸市 須磨区,2025-04-27 01:00:00+00:00,62.0,良い大気質,pm25,,34.48,26.29,21.59,,,,,
神戸市 須磨区,2025-04-27 02:00:00+00:00,57.0,中レベルの大気質,pm25,,33.8,33.81,23.76,,,,,
神戸市 須磨区,2025-04-27 03:00:00+00:00,60.0,良い大気質,pm25,,33.57,37.07,17.59,,,,,
神戸市 須磨区,2025-04-27 04:00:00+00:00,58.0,中レベルの大気質,pm25,,31.6,45.18,13.34,,,,,
神戸市 須磨区,2025-04-27 05:00:00+00:00,59.0,中レベルの大気質,pm25,,32.67,48.47,12.17,,,,,
神戸市 須磨区,2025-04-27 06:00:00+00:00,59.0,中レベルの大気質,o3,,30.91,51.63,15.13,,,,,
神戸市 須磨区,2025-04-27 07:00:00+00:00,54.0,中レベルの大気質,o3,,27.11,58.41,14.14,,,,,
神戸市 須磨区,2025-04-27 08:00:00+00:00,45.0,中レベルの大気質,o3,,29.1,69.35,12.56,,,,,
神戸市 須磨区,2025-04-27 09:00:00+00:00,37.0,悪い大気質,o3,,27.22,81.0,6.7,,,,,
神戸市 須磨区,2025-04-27 10:00:00+00:00,38.0,悪い大気質,o3,,28.07,79.21,6.49,,,,,
神戸市 須磨区,2025-04-27 11:00:00+00:00,40.0,中レベルの大気質,o3,,27.11,75.22,8.62,,,,,
神戸市 須磨区,2025-04-27 12:00:00+00:00,44.0,中レベルの大気質,o3,,28.96,70.41,13.44,,,,,
神戸市 須磨区,2025-04-27 13:00:00+00:00,46.0,中レベルの大気質,o3,,29.72,67.4,12.75,,,,,
神戸市 須磨区,2025-04-27 14:00:00+00:00,52.0,中レベルの大気質,o3,,26.83,60.51,15.67,,,,,
神戸市 須磨区,2025-04-27 15:00:00+00:00,50.0,中レベルの大気質,o3,,22.95,62.35,10.89,,,,,
神戸市 須磨区,2025-04-27 16:00:00+00:00,50.0,中レベルの大気質,o3,,23.93,62.35,9.28,,,,,
神戸市 須磨区,2025-04-27 17:00:00+00:00,47.0,中レベルの大気質,o3,,22.02,66.07,8.0,,,,,
神戸市 須磨区,2025-04-27 18:00:00+00:00,49.0,中レベルの大気質,o3,,18.79,64.22,6.09,,,,,
神戸市 須磨区,2025-04-27 19:00:00+00:00,49.0,中レベルの大気質,o3,,25.44,64.22,17.18,,,,,
神戸市 須磨区,2025-04-27 20:00:00+00:00,49.0,中レベルの大気質,o3,,20.06,64.2,6.12,,,,,
神戸市 須磨区,2025-04-27 21:00:00+00:00,52.0,中レベルの大気質,o3,,19.65,60.2,9.81,,,,,
神戸市 須磨区,2025-04-27 22:00:00+00:00,53.0,中レベルの大気質,o3,,21.46,59.29,9.82,,,,,
神戸市 須磨区,2025-04-27 23:00:00+00:00,56.0,中レベルの大気質,o3,,21.61,55.26,17.89,,,,,
神戸市 須磨区,2025-04-28 00:00:00+00:00,57.0,中レベルの大気質,o3,,21.71,54.28,18.23,,,,,
神戸市 須磨区,2025-04-28 01:00:00+00:00,61.0,良い大気質,o3,,23.58,49.37,22.18,,,,,
神戸市 須磨区,2025-04-28 02:00:00+00:00,56.0,中レベルの大気質,o3,,19.05,55.07,15.23,,,,,
神戸市 須磨区,2025-04-28 03:00:00+00:00,62.0,良い大気質,o3,,20.8,48.49,25.62,,,,,
