region,division,area,area_url,image_url,latitude,longitude,matched_address
kinki,hyogo,兵庫県神戸市東灘区向洋町5/10 00:36,https://weathernews.jp/onebox/livecam/kinki/hyogo/7CDDE906BA4D/,https://gvs.weathernews.jp/livecam/7CDDE906BA4D/640/,34.6918684,135.2653739,
chubu,nagano,千曲市小船山,https://weathernews.jp/onebox/livecam/chubu/nagano/7CDDE906F041/,https://gvs.weathernews.jp/livecam/7CDDE906F041/640/,36.5110989,138.1237831,
shikoku,tokushima,日和佐・大浜海岸,https://weathernews.jp/onebox/livecam/shikoku/tokushima/410000053/,https://gvs.weathernews.jp/livecam/410000053/640/,33.7331755,134.5411183,
kanto,gunma,群馬県高崎市栄町5/10 00:44,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE906BEA2/,https://gvs.weathernews.jp/livecam/7CDDE906BEA2/640/,36.3211038,139.0167071,
kanto,kanagawa,足柄下郡真鶴町,https://weathernews.jp/onebox/livecam/kanto/kanagawa/410004314/,https://gvs.weathernews.jp/livecam/410004314/640/,35.1584376,139.1371349,
kanto,chiba,千葉県我孫子市我孫子,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE906F66B/,https://gvs.weathernews.jp/livecam/7CDDE906F66B/640/,35.8750654,140.0123492,
hokkaido,douou,札幌市手稲区,https://weathernews.jp/onebox/livecam/hokkaido/douou/7CDDE90680C6/,https://gvs.weathernews.jp/livecam/7CDDE90680C6/640/,43.1322358,141.2417533,
kanto,gunma,高崎市榛名湖,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE907E88C/,https://gvs.weathernews.jp/livecam/7CDDE907E88C/640/,36.4727806,138.8749635,
hokkaido,douou,岩見沢IC5/10 00:43,https://weathernews.jp/onebox/livecam/hokkaido/douou/410002038/,https://gvs.weathernews.jp/livecam/410002038/640/,43.1959392,141.7751874,
hokkaido,douou,虻田郡喜茂別町5/10 00:44,https://weathernews.jp/onebox/livecam/hokkaido/douou/410000012/,https://gvs.weathernews.jp/livecam/410000012/640/,42.7954812,140.9345793,
chubu,ishikawa,かほく市高松,https://weathernews.jp/onebox/livecam/chubu/ishikawa/7CDDE905CDD5/,https://gvs.weathernews.jp/livecam/7CDDE905CDD5/640/,36.7709065,136.7164427,
chugoku,shimane,雲南市掛合町5/10 00:25,https://weathernews.jp/onebox/livecam/chugoku/shimane/7CDDE905C8F0/,https://gvs.weathernews.jp/livecam/7CDDE905C8F0/640/,35.1903083,132.8199107,
chugoku,tottori,鳥取県東伯郡湯梨浜町5/10 00:25,https://weathernews.jp/onebox/livecam/chugoku/tottori/7CDDE9068095/,https://gvs.weathernews.jp/livecam/7CDDE9068095/640/,35.4899318,133.8646827,
shikoku,ehime,西予市明浜町俵津,https://weathernews.jp/onebox/livecam/shikoku/ehime/7CDDE907C77F/,https://gvs.weathernews.jp/livecam/7CDDE907C77F/640/,33.3338769,132.4773677,
shikoku,kagawa,高松市松島町2丁目5/10 00:44,https://weathernews.jp/onebox/livecam/shikoku/kagawa/7CDDE907BE65/,https://gvs.weathernews.jp/livecam/7CDDE907BE65/640/,34.338808,134.064529,
kanto,gunma,富岡市上丹生,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE907AA97/,https://gvs.weathernews.jp/livecam/7CDDE907AA97/640/,36.2682015,138.8120804,
tohoku,fukushima,郡山市　郡山駅方面,https://weathernews.jp/onebox/livecam/tohoku/fukushima/7CDDE906BC1E/,https://gvs.weathernews.jp/livecam/7CDDE906BC1E/640/,37.3985573,140.3884019,
chugoku,tottori,西伯郡南部町原5/10 00:25,https://weathernews.jp/onebox/livecam/chugoku/tottori/7CDDE907C5BE/,https://gvs.weathernews.jp/livecam/7CDDE907C5BE/640/,35.3525001,133.3222227,
kinki,mie,三重県鈴鹿市5/10 00:25,https://weathernews.jp/onebox/livecam/kinki/mie/7CDDE907A2C1/,https://gvs.weathernews.jp/livecam/7CDDE907A2C1/640/,34.8776479,136.5036281,
hokkaido,douou,札幌市東区,https://weathernews.jp/onebox/livecam/hokkaido/douou/7CDDE907C691/,https://gvs.weathernews.jp/livecam/7CDDE907C691/640/,43.1028095,141.3696063,
kanto,tokyo,稲城市,https://weathernews.jp/onebox/livecam/kanto/tokyo/7CDDE905CEB2/,https://gvs.weathernews.jp/livecam/7CDDE905CEB2/640/,35.6381042,139.504664,
kanto,chiba,千葉県白井市復5/10 00:44,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE9068530/,https://gvs.weathernews.jp/livecam/7CDDE9068530/640/,35.7798098,140.0569766,
chubu,nagano,白馬村神城,https://weathernews.jp/onebox/livecam/chubu/nagano/7CDDE905C9A8/,https://gvs.weathernews.jp/livecam/7CDDE905C9A8/640/,36.6557424,137.847566,
kinki,osaka,大阪府大阪市港区夕凪周辺5/10 00:25,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE905CE8C/,https://gvs.weathernews.jp/livecam/7CDDE905CE8C/640/,34.6618942,135.4515721,
kyushu,oita,大分県中津市,https://weathernews.jp/onebox/livecam/kyushu/oita/7CDDE907B9EE/,https://gvs.weathernews.jp/livecam/7CDDE907B9EE/640/,33.5557659,131.2009971,
shikoku,tokushima,徳島県三好市山城町寺野,https://weathernews.jp/onebox/livecam/shikoku/tokushima/7CDDE9064223/,https://gvs.weathernews.jp/livecam/7CDDE9064223/640/,33.9732171,133.7489712,
kyushu,miyazaki,北諸県郡三股町5/10 00:25,https://weathernews.jp/onebox/livecam/kyushu/miyazaki/7CDDE906F747/,https://gvs.weathernews.jp/livecam/7CDDE906F747/640/,31.7300096,131.1256688,
kanto,tochigi,宇都宮市5/10 00:25,https://weathernews.jp/onebox/livecam/kanto/tochigi/7CDDE906F89E/,https://gvs.weathernews.jp/livecam/7CDDE906F89E/640/,36.5550745,139.8826209,
kyushu,kumamoto,熊本市東区江津,https://weathernews.jp/onebox/livecam/kyushu/kumamoto/7CDDE905CC6A/,https://gvs.weathernews.jp/livecam/7CDDE905CC6A/640/,32.7768307,130.7348652,
kinki,osaka,大阪市北区中之島5/10 00:25,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE9068718/,https://gvs.weathernews.jp/livecam/7CDDE9068718/640/,34.689811,135.4880763,
kyushu,miyazaki,日南市下方5/10 00:25,https://weathernews.jp/onebox/livecam/kyushu/miyazaki/7CDDE90689D9/,https://gvs.weathernews.jp/livecam/7CDDE90689D9/640/,31.556085,131.3736415,
chugoku,yamaguchi,宇部市,https://weathernews.jp/onebox/livecam/chugoku/yamaguchi/7CDDE906F401/,https://gvs.weathernews.jp/livecam/7CDDE906F401/640/,33.9515554,131.2468161,
kanto,kanagawa,横浜市青葉区あざみ野南S,https://weathernews.jp/onebox/livecam/kanto/kanagawa/7CDDE90688F9/,https://gvs.weathernews.jp/livecam/7CDDE90688F9/640/,35.5623493,139.5470939,
chubu,gifu,岐阜県岐阜市高田,https://weathernews.jp/onebox/livecam/chubu/gifu/7CDDE905D04C/,https://gvs.weathernews.jp/livecam/7CDDE905D04C/640/,35.3975617,136.8119662,
kinki,osaka,大阪市北区中崎町,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE9068F2E/,https://gvs.weathernews.jp/livecam/7CDDE9068F2E/640/,34.7087511,135.5056209,
kinki,hyogo,高砂市米田町,https://weathernews.jp/onebox/livecam/kinki/hyogo/7CDDE906F42B/,https://gvs.weathernews.jp/livecam/7CDDE906F42B/640/,34.7772594,134.8107701,
kanto,kanagawa,相模原市中央区,https://weathernews.jp/onebox/livecam/kanto/kanagawa/7CDDE90683C7/,https://gvs.weathernews.jp/livecam/7CDDE90683C7/640/,35.5583248,139.3748268,
kanto,ibaraki,高萩市,https://weathernews.jp/onebox/livecam/kanto/ibaraki/410000618/,https://gvs.weathernews.jp/livecam/410000618/640/,36.7191132,140.7167862,
shikoku,ehime,今治市内5/10 00:44,https://weathernews.jp/onebox/livecam/shikoku/ehime/7CDDE907C394/,https://gvs.weathernews.jp/livecam/7CDDE907C394/640/,34.0662024,132.9977906,
tohoku,fukushima,相馬市,https://weathernews.jp/onebox/livecam/tohoku/fukushima/7CDDE9068C04/,https://gvs.weathernews.jp/livecam/7CDDE9068C04/640/,37.7970426,140.9190868,
hokkaido,douou,石狩市花川北,https://weathernews.jp/onebox/livecam/hokkaido/douou/7CDDE9068BFE/,https://gvs.weathernews.jp/livecam/7CDDE9068BFE/640/,43.161065,141.3107802,
kanto,kanagawa,神奈川県川崎市高津区5/10 00:44,https://weathernews.jp/onebox/livecam/kanto/kanagawa/7CDDE9067ACA/,https://gvs.weathernews.jp/livecam/7CDDE9067ACA/640/,35.5999304,139.5992371,
kanto,tochigi,下野市本吉田,https://weathernews.jp/onebox/livecam/kanto/tochigi/7CDDE907E6E2/,https://gvs.weathernews.jp/livecam/7CDDE907E6E2/640/,36.369824,139.9136264,
chubu,nagano,木曽郡木曽町新開,https://weathernews.jp/onebox/livecam/chubu/nagano/7CDDE906F4B4/,https://gvs.weathernews.jp/livecam/7CDDE906F4B4/640/,35.8991817,137.7046036,
shikoku,kouchi,高知市南向き,https://weathernews.jp/onebox/livecam/shikoku/kouchi/7CDDE90645F1/,https://gvs.weathernews.jp/livecam/7CDDE90645F1/640/,33.5588821,133.5312383,
chubu,gifu,高山市 高山市街5/10 00:26,https://weathernews.jp/onebox/livecam/chubu/gifu/7CDDE907C5A4/,https://gvs.weathernews.jp/livecam/7CDDE907C5A4/640/,36.1398512,137.1532283,
kanto,chiba,印旛郡酒々井町,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE906BAF0/,https://gvs.weathernews.jp/livecam/7CDDE906BAF0/640/,35.7248318,140.2695083,
kinki,osaka,高槻市南総持寺町,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE907F20D/,https://gvs.weathernews.jp/livecam/7CDDE907F20D/640/,34.8247972,135.5883138,
kyushu,kagoshima,鹿児島県霧島市5/10 00:44,https://weathernews.jp/onebox/livecam/kyushu/kagoshima/7CDDE906EFCE/,https://gvs.weathernews.jp/livecam/7CDDE906EFCE/640/,31.7365414,130.7650278,
kyushu,nagasaki,島原市有明町,https://weathernews.jp/onebox/livecam/kyushu/nagasaki/7CDDE906BAFA/,https://gvs.weathernews.jp/livecam/7CDDE906BAFA/640/,32.7882308,130.3708414,
kanto,chiba,千葉県香取市5/10 00:36,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE907C0CB/,https://gvs.weathernews.jp/livecam/7CDDE907C0CB/640/,35.8977688,140.4993404,
hokkaido,douou,札幌市東区北20条東14丁目,https://weathernews.jp/onebox/livecam/hokkaido/douou/7CDDE9068457/,https://gvs.weathernews.jp/livecam/7CDDE9068457/640/,43.0886614,141.37056,
kanto,tokyo,東京都杉並区,https://weathernews.jp/onebox/livecam/kanto/tokyo/7CDDE9068E0A/,https://gvs.weathernews.jp/livecam/7CDDE9068E0A/640/,35.6994705,139.6355204,
kyushu,miyazaki,都城市松元町5/10 00:26,https://weathernews.jp/onebox/livecam/kyushu/miyazaki/7CDDE906BDBC/,https://gvs.weathernews.jp/livecam/7CDDE906BDBC/640/,31.7228223,131.0576738,
kanto,tochigi,ゆいの杜6丁目,https://weathernews.jp/onebox/livecam/kanto/tochigi/7CDDE907ADB3/,https://gvs.weathernews.jp/livecam/7CDDE907ADB3/640/,36.5697244,139.9943875,
chubu,nagano,長野県飯田市銀座,https://weathernews.jp/onebox/livecam/chubu/nagano/7CDDE906BA48/,https://gvs.weathernews.jp/livecam/7CDDE906BA48/640/,35.5144791,137.8265245,
kinki,osaka,八尾市,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE907F1BF/,https://gvs.weathernews.jp/livecam/7CDDE907F1BF/640/,34.6268613,135.6007522,
kanto,chiba,市川市堀之内,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE906B6F5/,https://gvs.weathernews.jp/livecam/7CDDE906B6F5/640/,35.7591642,139.9174697,
chubu,shizuoka,浜松市中央区高林,https://weathernews.jp/onebox/livecam/chubu/shizuoka/7CDDE906BFC7/,https://gvs.weathernews.jp/livecam/7CDDE906BFC7/640/,34.7282411,137.7329394,
chubu,ishikawa,金沢市割出町,https://weathernews.jp/onebox/livecam/chubu/ishikawa/7CDDE907AAFE/,https://gvs.weathernews.jp/livecam/7CDDE907AAFE/640/,36.6025004,136.6396714,
kinki,osaka,寝屋川市香里北之町,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE9068501/,https://gvs.weathernews.jp/livecam/7CDDE9068501/640/,34.7887216,135.6308316,
kanto,gunma,群馬県伊勢崎市稲荷町5/10 00:25,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE907A520/,https://gvs.weathernews.jp/livecam/7CDDE907A520/640/,36.3277706,139.1436309,
kanto,chiba,習志野市,https://weathernews.jp/onebox/livecam/kanto/chiba/410000628/,https://gvs.weathernews.jp/livecam/410000628/640/,35.6816407,140.0271941,
shikoku,kouchi,高知市介良乙5/10 00:44,https://weathernews.jp/onebox/livecam/shikoku/kouchi/7CDDE907C65C/,https://gvs.weathernews.jp/livecam/7CDDE907C65C/640/,33.5596864,133.6063309,
chubu,shizuoka,静岡県御前崎市5/10 00:36,https://weathernews.jp/onebox/livecam/chubu/shizuoka/7CDDE9067A1F/,https://gvs.weathernews.jp/livecam/7CDDE9067A1F/640/,34.6379987,138.1280864,
shikoku,kagawa,宇多津町浜六番丁,https://weathernews.jp/onebox/livecam/shikoku/kagawa/7CDDE907C287/,https://gvs.weathernews.jp/livecam/7CDDE907C287/640/,34.3058177,133.8153549,
kyushu,kagoshima,鹿児島市西田,https://weathernews.jp/onebox/livecam/kyushu/kagoshima/7CDDE906EEF6/,https://gvs.weathernews.jp/livecam/7CDDE906EEF6/640/,31.586293,130.5394171,
tohoku,iwate,岩手県一関市真柴字矢ノ目沢,https://weathernews.jp/onebox/livecam/tohoku/iwate/7CDDE90683D3/,https://gvs.weathernews.jp/livecam/7CDDE90683D3/640/,38.9083306,141.1556068,
kinki,wakayama,和歌山県東牟婁郡那智勝浦町,https://weathernews.jp/onebox/livecam/kinki/wakayama/7CDDE90687D1/,https://gvs.weathernews.jp/livecam/7CDDE90687D1/640/,33.6281006,135.941153,
kanto,gunma,高崎市剣崎町,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE907B56F/,https://gvs.weathernews.jp/livecam/7CDDE907B56F/640/,36.3443835,138.9542962,
kinki,shiga,大津市瀬田川,https://weathernews.jp/onebox/livecam/kinki/shiga/410005405/,https://gvs.weathernews.jp/livecam/410005405/640/,34.9244561786548,135.8731071321499,
chubu,toyama,富山県朝日町（朝日岳•白馬岳）5/10 00:16,https://weathernews.jp/onebox/livecam/chubu/toyama/7CDDE907AE1C/,https://gvs.weathernews.jp/livecam/7CDDE907AE1C/640/,36.7587181,137.7585896,
chubu,toyama,富山県入善町若栗新,https://weathernews.jp/onebox/livecam/chubu/toyama/7CDDE907E4BA/,https://gvs.weathernews.jp/livecam/7CDDE907E4BA/640/,36.8981593,137.4953812,
kyushu,fukuoka,東区箱崎5/10 00:44,https://weathernews.jp/onebox/livecam/kyushu/fukuoka/7CDDE907C7C4/,https://gvs.weathernews.jp/livecam/7CDDE907C7C4/640/,33.6282012,130.4199538,
chubu,shizuoka,南伊豆町下賀茂,https://weathernews.jp/onebox/livecam/chubu/shizuoka/7CDDE906F828/,https://gvs.weathernews.jp/livecam/7CDDE906F828/640/,34.6440357,138.8674138,
chugoku,yamaguchi,山口県岩国市門前町5/10 00:36,https://weathernews.jp/onebox/livecam/chugoku/yamaguchi/7CDDE9068E0B/,https://gvs.weathernews.jp/livecam/7CDDE9068E0B/640/,34.1410535,132.2202116,
kanto,gunma,前橋市富士見町5/10 00:25,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE9068662/,https://gvs.weathernews.jp/livecam/7CDDE9068662/640/,36.3894669,139.0634134,
hokkaido,douhoku,上川郡美瑛町,https://weathernews.jp/onebox/livecam/hokkaido/douhoku/7CDDE906EEC2/,https://gvs.weathernews.jp/livecam/7CDDE906EEC2/640/,43.58742609999999,142.4666158,
tohoku,fukushima,二本松,https://weathernews.jp/onebox/livecam/tohoku/fukushima/7CDDE907D54F/,https://gvs.weathernews.jp/livecam/7CDDE907D54F/640/,25.0296552,121.5425364,
kanto,tokyo,東京都墨田区東向島,https://weathernews.jp/onebox/livecam/kanto/tokyo/7CDDE90644AE/,https://gvs.weathernews.jp/livecam/7CDDE90644AE/640/,35.7221885,139.816345,
chugoku,yamaguchi,下関市綾羅木（南の空）5/10 00:41,https://weathernews.jp/onebox/livecam/chugoku/yamaguchi/7CDDE905CC34/,https://gvs.weathernews.jp/livecam/7CDDE905CC34/640/,34.0027137,130.9163932,
kanto,chiba,八街ろ,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE907C733/,https://gvs.weathernews.jp/livecam/7CDDE907C733/640/,35.6689051,140.2733936,
kinki,osaka,和泉市いぶき野,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE906F0CC/,https://gvs.weathernews.jp/livecam/7CDDE906F0CC/640/,34.4629984,135.4533378,
tohoku,akita,北秋田市鷹巣,https://weathernews.jp/onebox/livecam/tohoku/akita/7CDDE9067DD4/,https://gvs.weathernews.jp/livecam/7CDDE9067DD4/640/,40.2186815,140.359818,
kanto,saitama,川越市,https://weathernews.jp/onebox/livecam/kanto/saitama/7CDDE906879E/,https://gvs.weathernews.jp/livecam/7CDDE906879E/640/,35.9251335,139.4858042,
tohoku,fukushima,相馬市成田,https://weathernews.jp/onebox/livecam/tohoku/fukushima/7CDDE906EFE9/,https://gvs.weathernews.jp/livecam/7CDDE906EFE9/640/,37.7830239,140.9211113,
tohoku,fukushima,伊達市梁川町,https://weathernews.jp/onebox/livecam/tohoku/fukushima/7CDDE906471F/,https://gvs.weathernews.jp/livecam/7CDDE906471F/640/,37.8557124,140.6073693,
chubu,aichi,愛知県半田市有楽町５丁目,https://weathernews.jp/onebox/livecam/chubu/aichi/7CDDE907ACB1/,https://gvs.weathernews.jp/livecam/7CDDE907ACB1/640/,34.8767336,136.919515,
chubu,gifu,高山市天性寺町・東山,https://weathernews.jp/onebox/livecam/chubu/gifu/7CDDE907BC3F/,https://gvs.weathernews.jp/livecam/7CDDE907BC3F/640/,36.1435876,137.2661234,
tohoku,iwate,岩手郡雫石町,https://weathernews.jp/onebox/livecam/tohoku/iwate/7CDDE9064115/,https://gvs.weathernews.jp/livecam/7CDDE9064115/640/,39.6952636,140.9693683,
chugoku,okayama,岡山県総社市,https://weathernews.jp/onebox/livecam/chugoku/okayama/7CDDE901F496/,https://gvs.weathernews.jp/livecam/7CDDE901F496/640/,34.6728321,133.7465205,
chubu,niigata,魚沼市,https://weathernews.jp/onebox/livecam/chubu/niigata/7CDDE907C6E3/,https://gvs.weathernews.jp/livecam/7CDDE907C6E3/640/,37.2297462,138.9602582,
kyushu,oita,大分県由布市挾間町,https://weathernews.jp/onebox/livecam/kyushu/oita/7CDDE9068AE2/,https://gvs.weathernews.jp/livecam/7CDDE9068AE2/640/,33.2016162,131.5175257,
kyushu,kagoshima,谷山中央,https://weathernews.jp/onebox/livecam/kyushu/kagoshima/7CDDE9068246/,https://gvs.weathernews.jp/livecam/7CDDE9068246/640/,31.5212076,130.5165296,
kinki,shiga,滋賀県栗東市,https://weathernews.jp/onebox/livecam/kinki/shiga/7CDDE905CE02/,https://gvs.weathernews.jp/livecam/7CDDE905CE02/640/,35.0214392,135.9979842,
kanto,chiba,千葉市緑区高津戸町,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE905CE0C/,https://gvs.weathernews.jp/livecam/7CDDE905CE0C/640/,35.5385347,140.2617965,
kinki,osaka,城東区永田,https://weathernews.jp/onebox/livecam/kinki/osaka/7CDDE9068986/,https://gvs.weathernews.jp/livecam/7CDDE9068986/640/,34.6842473,135.5570404,
kyushu,fukuoka,嘉麻市,https://weathernews.jp/onebox/livecam/kyushu/fukuoka/7CDDE907C26C/,https://gvs.weathernews.jp/livecam/7CDDE907C26C/640/,33.5633066,130.7116158,
kanto,gunma,前橋市日吉町,https://weathernews.jp/onebox/livecam/kanto/gunma/7CDDE907E7F1/,https://gvs.weathernews.jp/livecam/7CDDE907E7F1/640/,36.4001919,139.0779236,
hokkaido,douhoku,旭川市北東の空5/10 00:43,https://weathernews.jp/onebox/livecam/hokkaido/douhoku/7CDDE9067F15/,https://gvs.weathernews.jp/livecam/7CDDE9067F15/640/,43.7708833,142.3650083,
kinki,hyogo,神戸市須磨区,https://weathernews.jp/onebox/livecam/kinki/hyogo/7CDDE906BA8F/,https://gvs.weathernews.jp/livecam/7CDDE906BA8F/640/,34.6689453,135.1037786,
chubu,shizuoka,静岡市葵区富厚里5/10 00:25,https://weathernews.jp/onebox/livecam/chubu/shizuoka/7CDDE907A865/,https://gvs.weathernews.jp/livecam/7CDDE907A865/640/,35.0024463,138.2717067,
kanto,chiba,乙浜港沖,https://weathernews.jp/onebox/livecam/kanto/chiba/7CDDE905CC8C/,https://gvs.weathernews.jp/livecam/7CDDE905CC8C/640/,34.9123354,139.92832,
hokkaido,douou,虻田郡倶知安町5/10 00:44,https://weathernews.jp/onebox/livecam/hokkaido/douou/7CDDE9068774/,https://gvs.weathernews.jp/livecam/7CDDE9068774/640/,42.9040127,140.774623,
kyushu,fukuoka,福岡市西区沿岸部,https://weathernews.jp/onebox/livecam/kyushu/fukuoka/7CDDE905CA60/,https://gvs.weathernews.jp/livecam/7CDDE905CA60/640/,33.5778078,130.2553563,
chubu,ishikawa,七尾市5/10 00:27,https://weathernews.jp/onebox/livecam/chubu/ishikawa/7CDDE907AB8E/,https://gvs.weathernews.jp/livecam/7CDDE907AB8E/640/,37.04384830000001,136.9641261,
chugoku,hiroshima,広島県広島市佐伯区,https://weathernews.jp/onebox/livecam/chugoku/hiroshima/7CDDE9068CFC/,https://gvs.weathernews.jp/livecam/7CDDE9068CFC/640/,34.3804415,132.3540244,
kanto,ibaraki,茨城県水戸市黒磯町くれふしの里,https://weathernews.jp/onebox/livecam/kanto/ibaraki/7CDDE9068789/,https://gvs.weathernews.jp/livecam/7CDDE9068789/640/,36.391261,140.3612116,
kinki,hyogo,神戸市垂水区高丸5/10 00:17,https://weathernews.jp/onebox/livecam/kinki/hyogo/7CDDE9067E16/,https://gvs.weathernews.jp/livecam/7CDDE9067E16/640/,34.6371016,135.0534341,
